time_s,reference_voltage_v
0.0,52.39049888218254
1e-05,53.17508643017417
2e-05,53.784603533334135
3.0000000000000004e-05,54.316879486595575
4e-05,55.10024773244466
5e-05,55.75895719178847
6.000000000000001e-05,56.25921618687225
7.000000000000001e-05,56.99953772518413
8e-05,57.707737349025265
9e-05,58.254017941573764
0.0001,58.880615809702334
0.00011,59.49706737635387
0.00012000000000000002,60.344933150080465
0.00013000000000000002,60.871456500139715
0.00014000000000000001,61.45276716124837
0.00015000000000000001,62.18985803178442
0.00016,62.77539068350998
0.00017,63.45173483717842
0.00018,64.09631004559452
0.00019,64.75335661705579
0.0002,65.31539120823187
0.00021,66.00906201258181
0.00022,66.64308135100279
0.00023,67.38873721145589
0.00024000000000000003,67.91076194227779
0.00025,68.54474910395967
0.00026000000000000003,69.27655717907058
0.00027,69.90531072785163
0.00028000000000000003,70.45498360003762
0.00029,71.12400300691662
0.00030000000000000003,71.81541217181228
0.00031,72.38443600942193
0.00032,73.00105094676427
0.00033000000000000005,73.74345630470131
0.00034,74.14600969284743
0.00035000000000000005,74.88641586443286
0.00036,75.55194843025913
0.00037000000000000005,76.16715585608367
0.00038,76.7516754883535
0.00039000000000000005,77.27858417368668
0.0004,77.9123866448869
0.00041000000000000005,78.67098037313413
0.00042,79.21422927137483
0.00043000000000000004,79.9826689011633
0.00044,80.36480230588742
0.00045000000000000004,81.03079731014574
0.00046,81.67268105688872
0.00047000000000000004,82.25559288134411
0.00048000000000000007,82.81102886851684
0.0004900000000000001,83.1198114360963
0.0005,82.78140977575453
0.00051,82.17601569026712
0.0005200000000000001,81.55160007054934
0.0005300000000000001,80.6838789502972
0.00054,79.94906090886829
0.00055,79.75373650610896
0.0005600000000000001,79.77805316695412
0.0005700000000000001,80.21597796152216
0.00058,81.25694208598281
0.00059,82.64116771932683
0.0006000000000000001,84.4644688693667
0.0006100000000000001,86.43679662253058
0.00062,88.29758857429704
0.00063,90.26136758489203
0.00064,91.64771961303157
0.0006500000000000001,92.85660214118022
0.0006600000000000001,93.57852465703218
0.00067,94.02982611375332
0.00068,94.62230284991472
0.0006900000000000001,95.21134444523872
0.0007000000000000001,95.76295613004888
0.00071,96.36916017883922
0.00072,96.92898456101136
0.0007300000000000001,97.52520166579122
0.0007400000000000001,98.08119803360978
0.00075,98.61139916696752
0.00076,99.19220786420263
0.0007700000000000001,99.54839467330885
0.0007800000000000001,100.16216167739016
0.00079,100.85669919478185
0.0008,101.20860999831129
0.0008100000000000001,101.87693991329628
0.0008200000000000001,102.39728738132564
0.0008300000000000001,102.94755717776292
0.00084,103.48222132236407
0.0008500000000000001,104.05790388796242
0.0008600000000000001,104.60404455294491
0.0008700000000000001,105.20185863608225
0.00088,105.7083756289899
0.0008900000000000001,106.18002535725759
0.0009000000000000001,106.72429191012282
0.0009100000000000001,107.27370614513683
0.00092,107.85880007902409
0.00093,108.22959552341108
0.0009400000000000001,108.84816023877536
0.0009500000000000001,109.30674403038446
0.0009600000000000001,109.84098076240696
0.00097,110.31510211640119
0.0009800000000000002,110.76814891985876
0.00099,111.42769197679887
0.001,111.81460504564463
0.00101,112.37109535735337
0.00102,112.85583899928395
0.00103,113.41812331562596
0.0010400000000000001,113.94723284847632
0.0010500000000000002,114.39565927891036
0.0010600000000000002,114.8694703845737
0.00107,115.34920367154629
0.00108,115.84779147824878
0.00109,116.43400700244499
0.0011,116.82037330237505
0.00111,117.32669429423564
0.0011200000000000001,117.70574575071775
0.0011300000000000001,118.27617920726621
0.0011400000000000002,118.66069083580314
0.0011500000000000002,119.22683261455106
0.00116,119.66320373360819
0.00117,120.04460751899583
0.00118,120.54092549529136
0.00119,121.02775030194911
0.0012000000000000001,121.40299896148743
0.0012100000000000001,121.96092442083659
0.0012200000000000002,122.51839089090916
0.0012300000000000002,122.8524151679773
0.00124,123.19793330786743
0.00125,123.66339457463619
0.00126,124.20548889904376
0.00127,124.65800460312803
0.00128,125.03773469018856
0.0012900000000000001,125.55296634522622
0.0013000000000000002,126.01641334522071
0.0013100000000000002,126.34067262062817
0.0013200000000000002,126.78547992527652
0.00133,127.18493022598284
0.00134,127.55239162565991
0.00135,128.0280263119746
0.00136,128.42194705713774
0.0013700000000000001,128.89449779156033
0.0013800000000000002,129.3047579114645
0.0013900000000000002,129.75159547506044
0.0014000000000000002,130.0340773211646
0.00141,130.5144475398821
0.00142,130.94256864616904
0.00143,131.40909050129846
0.00144,131.77231949486668
0.0014500000000000001,132.14851499252703
0.0014600000000000001,132.52875543931123
0.0014700000000000002,132.89709040483183
0.0014800000000000002,133.22027594162466
0.0014900000000000002,133.7236104735107
0.0015,134.01095491416245
0.00151,134.4217544558677
0.00152,134.72781868558008
0.0015300000000000001,135.18083033137492
0.0015400000000000001,135.54770099145134
0.0015500000000000002,135.89811081244565
0.0015600000000000002,136.1329859666856
0.0015700000000000002,136.57281441647052
0.00158,137.0265116443211
0.00159,137.413508348349
0.0016,137.62476767707597
0.00161,138.0870043547923
