time_s,source_v,output_v
0.0,-0.02051089919126957,-0.0676455356231669
1e-06,-0.042262894698866404,0.050779711081943395
2e-06,0.018799492432262376,-0.01800896876431432
3e-06,0.018227687481059462,-0.0012662808684555794
4e-06,-0.01057832531314798,0.005659220485236308
4.9999999999999996e-06,0.02000329959125484,0.049383319249455083
6e-06,-0.04657345663036933,-0.0506801058776829
7e-06,0.004502575483760063,0.020173732715991204
8e-06,-0.06869443067866929,-0.032784898125581934
9e-06,0.011683083031884998,-0.007003755320206343
9.999999999999999e-06,0.04189978202986439,0.06825450350744916
1.1e-05,-0.007479046777830515,-0.03459967273243675
1.2e-05,0.018936053073547825,0.02359612061252575
1.3e-05,-0.04314302893755181,0.03622289325900572
1.4e-05,-0.0019055248282531445,0.09179869998517493
1.4999999999999999e-05,-0.024967941043817696,-0.01744179484298455
1.6e-05,0.013791305744859593,-0.032220606548605896
1.7e-05,0.004310255635455232,0.05214994605670377
1.8e-05,0.029685530554978336,-0.011554524565554085
1.8999999999999998e-05,0.021711239238927316,-0.015587118147087553
1.9999999999999998e-05,0.009212275756382959,-0.010167269953332572
2.1e-05,-0.017563234487780188,0.012076286611342787
2.2e-05,-0.00472804985084129,0.003888773117236444
2.3e-05,0.012422012246295341,-0.021833562484942587
2.4e-05,-0.05298577823430687,0.01591473916289844
2.4999999999999998e-05,-0.03164962854689846,0.06662871748523988
2.6e-05,0.02197740535322395,0.010961683639448832
2.7e-05,0.0038311213958774426,0.059603497856834144
2.8e-05,0.027121507626429793,-0.012806132547262337
2.9e-05,0.001526541019566109,0.030840283132983436
2.9999999999999997e-05,-0.006542090794509846,-0.03857271981454547
3.1e-05,-0.004280819910483237,0.05757951127848415
3.2e-05,-0.03262659875551146,-0.00011348378200321087
3.2999999999999996e-05,-0.0058484522244504926,-0.007298890656801303
3.4e-05,-0.01863316229876201,-0.03884006791061568
3.5e-05,-0.00647023140562226,-0.033282999004261
3.6e-05,0.013100854667351076,-0.030659822705753306
3.7e-05,-0.04821685736226474,0.0031324271016795434
3.7999999999999995e-05,-0.009248964171153392,0.06920410104549297
3.9e-05,0.03704881038893743,-0.009857648301853783
3.9999999999999996e-05,-0.023360568081120994,0.03354777991830024
4.1e-05,-0.0010359567714648007,0.04538310042290175
4.2e-05,-0.047708180452427106,-0.0003022760071547866
4.2999999999999995e-05,0.018562216062030762,-0.02933187893098249
4.4e-05,-0.017324102010019393,0.038554415533983075
4.4999999999999996e-05,0.004389614838074555,-0.03375577070522685
4.6e-05,-0.030553587520789335,0.0775158839999779
4.7e-05,0.039885461160651836,0.004596006716955715
4.8e-05,-0.03140552589822632,-0.026379322469557345
4.9e-05,0.020876668797029756,-0.036540415815745374
4.9999999999999996e-05,-0.02317452755870228,0.053659724794227336
5.1e-05,0.00019225369258548774,0.005053751815582913
5.2e-05,-0.026514361753891727,-0.020313512921318524
5.3e-05,0.001037917065662461,-0.022105040712111994
5.4e-05,-0.012543140701140536,0.01163307099379633
5.4999999999999995e-05,0.00994510935044872,-0.07462644221306691
5.6e-05,-0.008765456568719536,0.01335539244645084
5.6999999999999996e-05,-0.0005438643309485482,0.0015746797263972803
5.8e-05,0.021448853898443532,-0.0005129179029751823
5.9e-05,-0.030690236964756014,0.07357790371691529
5.9999999999999995e-05,-0.030932966006505108,-0.004676160490967698
6.1e-05,-0.008949245990981607,-0.0010838651919698598
6.2e-05,0.02012170123767188,-0.024145167470107587
6.3e-05,-0.046856057507236495,0.0030055886199147814
6.4e-05,-0.03653385055098973,0.00527160325294452
6.5e-05,0.030624563851819678,0.045789503603096436
6.599999999999999e-05,0.03366888015893361,0.02846667381384022
6.7e-05,-0.028411792157861035,0.022779692197806563
6.8e-05,0.02241197139001711,0.011304522859760264
6.9e-05,-0.03149125827316052,-0.008940736594834303
7e-05,0.041851259198631766,0.008389107195414747
7.099999999999999e-05,0.008982066334862548,0.008991084794888322
7.2e-05,-0.0007351603438646623,0.04143350625880192
7.3e-05,-0.025141965041411703,0.0009516791316456115
7.4e-05,-0.0024164792958585126,0.0385163280877506
7.5e-05,-0.05077386645630551,0.009012982347839343
7.599999999999999e-05,-0.008385418657548039,-0.048908514575944965
7.7e-05,0.019751361835333374,0.040824152286442025
7.8e-05,0.006149719532951438,-0.021763733588742156
7.9e-05,-0.003552981225890126,0.04548435196807542
7.999999999999999e-05,0.0449412648009985,0.006072731214160127
8.099999999999999e-05,-0.02963126997093185,0.020987522050391224
8.2e-05,-0.026732244890157686,0.05702121220210599
8.3e-05,-0.011397714596635931,0.06559510568779461
8.4e-05,0.011294922557734899,-0.07649989254990344
8.499999999999999e-05,0.009127708721546663,-0.05991706521700337
8.599999999999999e-05,-0.0033581482324527723,0.012055940227163267
8.7e-05,-0.0026450975069468516,-0.0287257603965617
8.8e-05,0.025964109254920355,-0.05417671906236856
8.9e-05,0.007728006171276308,0.02740098186284567
8.999999999999999e-05,-0.026455012475018913,0.039953949137560694
9.099999999999999e-05,0.02305158485688031,0.007807399371382188
9.2e-05,0.04230525025399773,0.0007895505070645838
9.3e-05,0.055213471477599724,-0.02324162546008891
9.4e-05,-0.05905367612338979,-0.02441448271725996
9.499999999999999e-05,-0.002999190884489657,-0.0151298515056654
9.6e-05,-0.03964541961725219,-0.029150676115370946
9.7e-05,-0.02853785358243568,-0.009979063148449058
9.8e-05,0.0009132973371011983,-0.013947261120462589
9.9e-05,0.003611997895429363,-0.040970161463001135
9.999999999999999e-05,0.018355601103646972,-0.05024444149865146
0.000101,0.004704945472126942,-0.015930754727836883
0.000102,-0.07100667102424038,0.04744182101346624
0.000103,-0.014312890790687352,-0.014146222962677518
0.000104,0.009984189317018973,-0.032779202920151275
0.00010499999999999999,-0.048263552365789,-0.02212226223465247
0.000106,0.01209836398679238,-0.08126771842914421
0.000107,0.006516593984261708,-0.005675467716843689
0.000108,-0.02623101477039407,-0.03302323009737683
0.00010899999999999999,0.011361869932702204,-0.015067744978546713
0.00010999999999999999,-0.013279900717475333,0.035055549642077695
0.000111,0.016610841003262856,0.015736232563993285
0.000112,0.02044426599686126,0.00696138066717512
0.000113,-0.021058855807981964,-0.06511934856482611
0.00011399999999999999,-0.021933869439051016,0.023654201484857626
0.00011499999999999999,-0.01018342368558009,-0.05298358873540745
0.000116,0.03775479620079399,-0.004476191199265375
0.000117,0.0048191636800865995,0.04104445868952424
0.000118,-0.026037470040943245,0.017333423978054124
0.00011899999999999999,-0.030061131174444113,-0.020234801359591752
0.00011999999999999999,0.0051318098265951744,-0.04628165405111871
0.000121,0.0008049857930009516,0.07246998314204488
0.000122,0.0030784357443279535,0.06261012968357968
0.00012299999999999998,-0.031921942553819464,-0.018086327337809776
0.000124,-0.014505277774837259,-0.003622104173494138
0.000125,-0.004815412283372769,-0.016779074436629446
0.000126,-0.030026595571515526,0.006442483852848798
0.000127,0.004912962692912343,0.038971534392612
0.000128,-0.03714050009126776,0.004180683846745678
0.000129,-0.024870865004288794,-0.06858556463445166
0.00013,0.04904872958237903,-0.03042703805507755
0.00013099999999999999,0.017140238230503726,0.014566405643519242
