label,direction,t10_s,t50_s,t90_s,transition_time_s,max_slew_v_per_s,overshoot_fraction,settling_time_s,chatter_reversals,low_rail_v,high_rail_v,low_rail_error_v,high_rail_error_v,Case,transition_ms,settling_ms,max_slew_v_per_ms,transition_z
m1_h_00,rising,0.02974972353982111,0.03014540828908238,0.030545638060862253,0.0007959145210411425,33454.091921608604,0.0015550403831271133,0.0001543619391377489,0,-0.02073679134184684,24.026070275963896,-0.02073679134184684,0.026070275963895995,Healthy baseline,0.7959145210411425,0.1543619391377489,33.4540919216086,-0.05011451887896829
m1_h_01,rising,0.029638851492007987,0.030040761090568135,0.030438396964770485,0.000799545472762498,33386.42713254102,0.0016488604474927642,0.00016160303522951697,0,-0.02075189613158833,24.027806975316253,-0.02075189613158833,0.027806975316252647,Healthy baseline,0.799545472762498,0.16160303522951697,33.38642713254102,1.6563462932116118
m1_h_02,rising,0.029646921157458275,0.03004703503485041,0.030444739190822644,0.000797818033364369,33212.95561926917,0.0014221620159569157,0.00015526080917735788,0,-0.02195314453313381,24.02949840584104,-0.02195314453313381,0.029498405841039244,Healthy baseline,0.7978180333643691,0.15526080917735788,33.21295561926917,0.8444909273495836
m1_h_03,rising,0.029655456738898706,0.030052654144704954,0.030450791055220736,0.0007953343163220293,34072.5096454646,0.0015001506160468125,0.0001492089447792666,0,-0.02177105195116889,24.027460193619337,-0.02177105195116889,0.027460193619337048,Healthy baseline,0.7953343163220293,0.1492089447792666,34.0725096454646,-0.3227969151591101
m1_h_04,rising,0.029618439670489737,0.03001666310826655,0.03041850018063846,0.0008000605101487236,32734.657555374666,0.0022574807870459836,0.00014149981936154368,0,-0.021539917177084103,24.027538801673334,-0.021539917177084103,0.02753880167333378,Healthy baseline,0.8000605101487236,0.14149981936154368,32.73465755537467,1.8984015954582214
m1_h_05,rising,0.029618872593767578,0.030019578032702506,0.03041590080680075,0.0007970282130331727,33244.200084493845,0.0016579733962761927,0.00014409919319925343,0,-0.021720629307086386,24.027856698143733,-0.021720629307086386,0.027856698143732928,Healthy baseline,0.7970282130331727,0.14409919319925343,33.24420008449385,0.47329418687740327
m1_h_06,rising,0.02976009462200743,0.030157567071916483,0.030554700333163223,0.0007946057111557943,33398.91262727766,0.0020807527880469198,0.00014529966683677828,0,-0.023222194689220915,24.02683525377051,-0.023222194689220915,0.026835253770510548,Healthy baseline,0.7946057111557943,0.14529966683677828,33.39891262727766,-0.6652239863741038
m1_h_07,rising,0.029429682014262572,0.02982692306739484,0.03022528379410067,0.0007956017798380968,33992.605818761745,0.0012568826250724781,0.0001547162058993315,0,-0.020393465486516264,24.027627384069483,-0.020393465486516264,0.02762738406948273,Healthy baseline,0.7956017798380968,0.1547162058993315,33.992605818761746,-0.19709543415379666
m1_h_08,rising,0.02981920194902706,0.030215410402154173,0.030616916824544333,0.0007977148755172747,34074.88626383309,0.00161478387321825,0.00014308317545566954,0,-0.01968798478873135,24.028223912993276,-0.01968798478873135,0.0282239129932762,Healthy baseline,0.7977148755172747,0.14308317545566954,34.07488626383309,0.7960091966532602
m1_h_09,rising,0.029516029319039617,0.02991285791081687,0.030311276077529467,0.0007952467584898502,33871.73661757773,0.0014856505142866656,0.0001487239224705339,0,-0.022142187740614563,24.02940511258095,-0.022142187740614563,0.029405112580949577,Healthy baseline,0.7952467584898503,0.1487239224705339,33.871736617577724,-0.3639470104705942
m1_h_10,rising,0.029427812971458855,0.029826099506521438,0.030222139753186023,0.0007943267817271671,33949.84626184625,0.0015629120030451246,0.00013786024681397904,0,-0.021168474437175025,24.02699777083482,-0.021168474437175025,0.026997770834821466,Healthy baseline,0.7943267817271671,0.13786024681397904,33.949846261846254,-0.7963141731401899
m1_h_11,rising,0.029700488563972772,0.030100052655892873,0.0304998385578189,0.0007993499938461282,33409.847159651865,0.0015513567033917867,0.000140161442181104,0,-0.02198582761648977,24.027238193208355,-0.02198582761648977,0.027238193208354744,Healthy baseline,0.7993499938461281,0.140161442181104,33.40984715965187,1.5644758592388663
m1_h_12,rising,0.02974551818730695,0.03014188761847582,0.030539951556262993,0.0007944333689560434,33535.91947678878,0.0014798674650797117,0.0001400484437370092,0,-0.019838487335436025,24.02509728286773,-0.019838487335436025,0.02509728286772983,Healthy baseline,0.7944333689560434,0.1400484437370092,33.535919476788784,-0.7462207147014406
m1_h_13,rising,0.02977375022308254,0.03016987565697785,0.030570855620489924,0.0007971053974073841,33686.56412971456,0.0016440158144339152,0.00014914437951007997,0,-0.021507801324507064,24.02703703531246,-0.021507801324507064,0.02703703531246049,Healthy baseline,0.7971053974073841,0.14914437951007997,33.68656412971456,0.5095690040618079
m1_h_14,rising,0.029878801401360938,0.030278500468762445,0.03067864684230321,0.0007998454409422727,33519.980003158795,0.0014797141745955206,0.00014135315769679344,0,-0.019120132725278276,24.027411949682456,-0.019120132725278276,0.027411949682456083,Healthy baseline,0.7998454409422727,0.14135315769679344,33.51998000315879,1.7973241918294807
m1_h_15,rising,0.02961041402539222,0.030009467441554152,0.03040836641595462,0.0007979523905623995,33029.629947580135,0.002135002257668108,0.0001516335840453832,0,-0.021389335946530807,24.028560822184726,-0.021389335946530807,0.02856082218472622,Healthy baseline,0.7979523905623995,0.1516335840453832,33.02962994758013,0.9076356097513714
m1_h_16,rising,0.029744032107148828,0.030143210694395517,0.030540011284235086,0.0007959791770862576,33448.86039952794,0.0018279201324206285,0.0001399887157649167,0,-0.02018374944055994,24.029152983254637,-0.02018374944055994,0.029152983254636666,Healthy baseline,0.7959791770862576,0.1399887157649167,33.44886039952794,-0.019727717918572647
m1_h_17,rising,0.02962389003700388,0.03002221207924245,0.030419724829348432,0.0007958347923445533,33565.40745542903,0.0015040997502756704,0.00014027517065157147,0,-0.02056854654760208,24.025611724987407,-0.02056854654760208,0.025611724987406603,Healthy baseline,0.7958347923445532,0.14027517065157147,33.565407455429025,-0.08758510696979337
m1_h_18,rising,0.02951920043417904,0.0299165699115247,0.030315263563256256,0.0007960631290772173,33783.69139620697,0.0014203586114493304,0.0001447364367437448,0,-0.019780199937338365,24.027077816957796,-0.019780199937338365,0.027077816957795875,Healthy baseline,0.7960631290772173,0.1447364367437448,33.78369139620697,0.019727717918572647
m1_h_19,rising,0.02951304221883826,0.029908862879812932,0.03030827323814886,0.0007952310193105987,33610.371853942954,0.002187934255496524,0.00015172676185114253,0,-0.018024784371535586,24.02891104306007,-0.018024784371535586,0.028911043060070085,Healthy baseline,0.7952310193105987,0.15172676185114253,33.61037185394295,-0.37134404977830804
m1_h_20,rising,0.029503389669500106,0.02990217031990985,0.030298301507711317,0.0007949118382112111,33560.781588764454,0.0016958391766045203,0.00014169849228868464,0,-0.018703093405707166,24.027085091129646,-0.018703093405707166,0.027085091129645633,Healthy baseline,0.794911838211211,0.14169849228868464,33.560781588764456,-0.5213515629218771
m1_h_21,rising,0.029613216010833776,0.030011334714149986,0.03041069204091727,0.0007974760300834931,33897.18946122116,0.0013587451276993365,0.00014930795908273467,0,-0.02134996760886004,24.02673834454738,-0.02134996760886004,0.026738344547379,Healthy baseline,0.7974760300834931,0.14930795908273467,33.89718946122116,0.6837575325790867
m1_h_22,rising,0.029704795283150693,0.030099212878999766,0.03049802843756252,0.0007932331544118279,33794.29122162628,0.0017237961252731283,0.00014197156243748316,0,-0.020842766046905867,24.027567879475686,-0.020842766046905867,0.027567879475686397,Healthy baseline,0.7932331544118278,0.14197156243748316,33.794291221626274,-1.310292958834826
m1_h_23,rising,0.029606695035588493,0.030003882032487123,0.030406156845945,0.0007994618103565089,34115.221801907755,0.0017399527826549004,0.00013384315405499947,0,-0.023423062206907944,24.02744457673827,-0.023423062206907944,0.027444576738268722,Healthy baseline,0.7994618103565089,0.13384315405499947,34.11522180190776,1.617026955412116
m1_s_00,rising,0.026637246185271544,0.029940632706802077,0.03326881615118938,0.006631569965917836,4961.631827230216,0.0017705432099114373,0.0011711838488106252,0,-0.014888758465076654,24.025538118195833,-0.014888758465076654,0.025538118195832737,Slow edge,6.631569965917835,1.1711838488106252,4.961631827230216,2742.5689269228196
m1_s_01,rising,0.02676576933623959,0.030069471415702168,0.03339781959966005,0.006632050263420463,4901.270138490887,0.0019072363895514728,0.0010821804003399507,0,-0.01649003995669579,24.02586270174729,-0.01649003995669579,0.025862701747289663,Slow edge,6.632050263420463,1.0821804003399507,4.9012701384908866,2742.7946553073525
m1_s_02,rising,0.02690373006445201,0.030194371486408817,0.033505059234448305,0.006601329169996294,5029.089521925984,0.001411357993413566,0.0011749407655516977,0,-0.01503050759442789,24.024238244269345,-0.01503050759442789,0.024238244269344733,Slow edge,6.601329169996294,1.1749407655516977,5.029089521925984,2728.356473239389
m1_s_03,rising,0.026852585440815147,0.030166703265263585,0.03348697960632199,0.006634394165506846,5443.576460182376,0.0017467807635381252,0.0011330203936780123,0,-0.01415636671438587,24.02474511259268,-0.01415636671438587,0.02474511259267942,Slow edge,6.634394165506846,1.1330203936780123,5.443576460182376,2743.8962334512494
m1_s_04,rising,0.026722792843163323,0.03000884575151035,0.033331947724784566,0.006609154881621244,5083.871208888013,0.0016001254322625142,0.0011680522752154365,0,-0.019895439115719546,24.02434158195844,-0.019895439115719546,0.024341581958438496,Slow edge,6.609154881621244,1.1680522752154365,5.083871208888013,2732.034371278119
m1_s_05,rising,0.02677421415304415,0.03008734284285464,0.03339302345439196,0.006618809301347811,5257.04736293928,0.0020185565533276015,0.0011269765456080397,0,-0.014777542228294645,24.02677077798914,-0.014777542228294645,0.02677077798913885,Slow edge,6.618809301347811,1.1269765456080396,5.25704736293928,2736.5717185609165
m1_s_06,rising,0.026647474356854665,0.029941994344433183,0.033233255565414475,0.006585781208559811,4914.507110500359,0.0015642836341031266,0.0011467444345855254,0,-0.01355159324064799,24.025161457628887,-0.01355159324064799,0.025161457628886552,Slow edge,6.585781208559811,1.1467444345855253,4.914507110500359,2721.049301749554
m1_s_07,rising,0.026453613863732288,0.029754173235297957,0.03306916795368652,0.006615554089954234,5354.4202065215795,0.0016650711138310413,0.0010908320463134807,0,-0.01890544876243509,24.023524150185267,-0.01890544876243509,0.02352415018526699,Slow edge,6.615554089954234,1.0908320463134809,5.35442020652158,2735.041846751953
m1_s_08,rising,0.02687428263434076,0.030161546973706783,0.033473291708529154,0.0065990090741883944,5034.371397916868,0.0014726623103047789,0.001186708291470849,0,-0.01416644900614714,24.023955056972554,-0.01416644900614714,0.023955056972553734,Slow edge,6.599009074188395,1.186708291470849,5.034371397916868,2727.266083479263
m1_s_09,rising,0.026857138224115173,0.03015491986950231,0.03346924677585341,0.006612108551738237,5408.213242698228,0.0015287610705165488,0.0011507532241465945,0,-0.016092623362642677,24.024151645352273,-0.016092623362642677,0.024151645352272766,Slow edge,6.6121085517382365,1.1507532241465945,5.408213242698228,2733.422525870439
m1_s_10,rising,0.026573231651177805,0.029887405670530456,0.033186496344843164,0.0066132646936653584,4881.837785217533,0.0023177495927959963,0.001193503655156837,0,-0.01357084696724395,24.023899416959267,-0.01357084696724395,0.023899416959267228,Slow edge,6.613264693665358,1.193503655156837,4.881837785217533,2733.9658850344413
m1_s_11,rising,0.026475184710341347,0.029802687631460278,0.033068902081881846,0.006593717371540499,4759.662843762722,0.002207035520537283,0.00119109791811816,0,-0.011618326651383902,24.024000622140232,-0.011618326651383902,0.024000622140231798,Slow edge,6.593717371540499,1.19109791811816,4.759662843762722,2724.7791092942966
m1_c_00,rising,0.030088777797368675,0.030148773564033077,0.030276743260317596,0.00018796546294892053,174455.3000432166,0.0013012455675803258,0.00262325673968241,4,-0.021100946736608766,24.028213457025824,-0.021100946736608766,0.02821345702582434,Chatter,0.18796546294892053,2.62325673968241,174.4553000432166,-285.7716891903433
m1_c_01,rising,0.029988733244378014,0.030048992456486952,0.030176717367797434,0.0001879841234194192,174680.0946455248,0.001216637769341567,0.00260328263220257,4,-0.019586134701684355,24.02705539651567,-0.019586134701684355,0.027055396515670793,Chatter,0.1879841234194192,2.60328263220257,174.6800946455248,-285.76291921374076
m1_c_02,rising,0.029989059429112213,0.030048872422397784,0.030177292394637227,0.0001882329655250141,175238.0082762949,0.0018728061934996177,0.0026227076053627757,4,-0.020823197786955093,24.029163851489596,-0.020823197786955093,0.02916385148959577,Chatter,0.1882329655250141,2.6227076053627756,175.2380082762949,-285.6459693520562
m1_c_03,rising,0.02996907153322888,0.030029177873568083,0.03015722659455159,0.00018815506132270968,174010.5901007139,0.001569631512723301,0.0026027734054484136,4,-0.0206558282590785,24.026561400784054,-0.0206558282590785,0.026561400784054,Chatter,0.18815506132270968,2.6027734054484135,174.0105901007139,-285.6825824712965
m1_c_04,rising,0.03010898312832959,0.03016880643913742,0.03029655678644539,0.00018757365811580134,174730.58219231915,0.0014565749935424351,0.0026234432135546146,4,-0.022989010510478143,24.02527625070581,-0.022989010510478143,0.02527625070581152,Chatter,0.18757365811580134,2.6234432135546144,174.73058219231916,-285.95582812828985
m1_c_05,rising,0.030008869924669286,0.030068900606744577,0.03019799201272564,0.00018912208805635378,174696.22282172338,0.001761003067396349,0.002602007987274363,4,-0.02068588863562943,24.02918039985383,-0.02068588863562943,0.029180399853828476,Chatter,0.18912208805635378,2.602007987274363,174.69622282172338,-285.22810294310506
m1_c_06,rising,0.029948790884422653,0.03000875223789555,0.03013701148240791,0.0001882205979852579,174575.45301539148,0.0017144953281594728,0.0026029885175920947,4,-0.021040122481390044,24.026122213331302,-0.021040122481390044,0.026122213331301936,Chatter,0.1882205979852579,2.602988517592095,174.57545301539147,-285.6517818011207
m1_c_07,rising,0.029868969556674046,0.029928906866557886,0.030058296268605757,0.00018932671193171158,175495.9347958521,0.0018369376851623794,0.0026217037313942433,4,-0.02026384103599765,24.027303969857755,-0.02026384103599765,0.02730396985775485,Chatter,0.18932671193171158,2.6217037313942435,175.49593479585212,-285.1319345962602
m1_c_08,rising,0.03008895689346662,0.030148818327693828,0.030276983005511203,0.0001880261120445828,174933.07494907716,0.0017715824119341013,0.0026030169944887965,4,-0.02394082535648896,24.029345255627113,-0.02394082535648896,0.02934525562711343,Chatter,0.1880261120445828,2.6030169944887964,174.93307494907717,-285.7431855601717
m1_c_09,rising,0.029928952119510407,0.02998915162217214,0.030117593112513885,0.0001886409930034784,175017.45695560472,0.0014913181802887888,0.00262240688748612,4,-0.021517019792185937,24.026531271045865,-0.021517019792185937,0.026531271045865168,Chatter,0.1886409930034784,2.62240688748612,175.01745695560473,-285.4542061572552
m1_c_10,rising,0.030088682427849612,0.030149002838703372,0.030276897238619708,0.00018821481077009594,174589.8765715313,0.0014479632756232228,0.0026031027613802916,4,-0.024407239286741635,24.027113825089423,-0.024407239286741635,0.027113825089422505,Chatter,0.18821481077009594,2.6031027613802915,174.58987657153128,-285.6545016543831
m1_c_11,rising,0.02996884828301901,0.03002884086593946,0.030157008531840137,0.0001881602488211266,174979.1089458741,0.0018892714307377721,0.0026229914681598666,4,-0.022649553949120875,24.027836790052298,-0.022649553949120875,0.027836790052298,Chatter,0.1881602488211266,2.6229914681598667,174.9791089458741,-285.68014447061773
