time_s,source_v,output_v
0.0,-0.053211794278799567,-0.042329643497261156
1e-06,0.008569923645767166,-0.00826526006447153
2e-06,0.013238992542908777,0.04722191754120374
3e-06,0.04064649024902805,-0.022254771795196873
4e-06,-0.021143391662817465,0.04863627297192528
4.9999999999999996e-06,-0.02080119113411079,-0.04492927807482929
6e-06,-0.011784834371131453,-0.018231374434982264
7e-06,-0.0183467872338935,0.004113930937782905
8e-06,0.042201038479783515,-0.03690670462658622
9e-06,0.012101502360912429,-0.025971005069797545
9.999999999999999e-06,0.008033857824547465,-0.00212804734958982
1.1e-05,0.01171409862141567,0.028360333105381223
1.2e-05,0.005955116506944889,-0.020864149548147963
1.3e-05,0.025913237301920324,0.010522161945576805
1.4e-05,0.009998178081275092,0.02471974772136184
1.4999999999999999e-05,-0.01519605217297802,0.06564441468147475
1.6e-05,0.0227338023053509,-0.02481387304411391
1.7e-05,-0.0038161380498241606,0.05133894575497088
1.8e-05,0.007148929148576427,-0.0034384266312231728
1.8999999999999998e-05,0.004567822644012676,0.02030393697753757
1.9999999999999998e-05,0.024405233039341636,-0.008017492398143514
2.1e-05,0.008864927937675687,-0.02007610012077046
2.2e-05,0.016736959251840978,0.04457539936769022
2.3e-05,0.03326767588348642,-0.026730513232075016
2.4e-05,-0.011136078510013595,0.0404908244274835
2.4999999999999998e-05,0.0026966698784313104,0.024896160871646474
2.6e-05,0.007270771869622022,0.03287776279486815
2.7e-05,-0.02437707721071758,0.0037282517982749857
2.8e-05,-0.023827026333273355,0.019769404251021697
2.9e-05,-0.003917726516113867,0.046898200738898145
2.9999999999999997e-05,-0.017918360489776224,0.05029007735153701
3.1e-05,-0.029053583075696516,-0.05264873453158298
3.2e-05,-0.012182834985582374,-0.0663000356442774
3.2999999999999996e-05,-0.013771000110506415,0.07658604499777762
3.4e-05,-0.013461627054826062,-0.05029296368847025
3.5e-05,0.009587998511233181,-0.04120225183516376
3.6e-05,-0.014647670159898136,0.04233303351434179
3.7e-05,0.00774116506289858,0.009656236916555323
3.7999999999999995e-05,-0.0185640672783164,-0.01925815072398183
3.9e-05,0.05167145177283164,-0.024601383340802255
3.9999999999999996e-05,0.05131062398032128,0.031332203567452366
4.1e-05,0.01813227687948942,0.09002842980897006
4.2e-05,-0.06251201460931981,-0.030466639646800988
4.2999999999999995e-05,-0.025195904250599994,0.03268806354501586
4.4e-05,-0.007346780554181755,0.024327902908087822
4.4999999999999996e-05,0.0021564264295821298,0.04703863164440593
4.6e-05,-0.011419200943607813,0.0037325618009017452
4.7e-05,0.01695070853142379,-0.01961136352416148
4.8e-05,0.03272481215814768,-0.005907100242369686
4.9e-05,0.009994046931576446,-0.012587148286017836
4.9999999999999996e-05,-0.014448200507414558,-0.0010951576049191693
5.1e-05,0.028077864402825992,-0.05095169880821355
5.2e-05,0.013958822830210691,-0.015552264695163971
5.3e-05,0.014746911631032714,-0.006791378793171494
5.4e-05,-0.04221959864687532,0.02405395833838177
5.4999999999999995e-05,0.021082494590078105,0.05190566508075567
5.6e-05,-0.0069219817561702555,-0.02819192579166071
5.6999999999999996e-05,0.04292354704190484,0.021610045529543025
5.8e-05,-0.0331145495795185,-0.002706760258195459
5.9e-05,-0.005426042606230826,0.05731824121289853
5.9999999999999995e-05,0.035198573249696025,-0.04346263848242999
6.1e-05,-0.07114957149645251,0.06628707329018471
6.2e-05,-0.03594934960783686,0.0571284051994894
6.3e-05,0.01109590949210404,-0.007631361870464836
6.4e-05,0.0500953214710895,0.008874936990906667
6.5e-05,-0.008795114848001486,-0.036627868077054676
6.599999999999999e-05,-0.0009697965549073386,-0.0425046445085017
6.7e-05,-0.008931923816346315,-0.002043203639275675
6.8e-05,-0.009586980526311703,0.04262263485112444
6.9e-05,0.0077811415002124245,0.01247381031001769
7e-05,-0.008477467247727218,-0.02410973827847205
7.099999999999999e-05,0.01241654963665792,-0.03375251834643478
7.2e-05,0.04274484907566647,0.057439718104818134
7.3e-05,0.0042166907261315415,-0.045167010743544775
7.4e-05,-0.02634241993854393,-0.04900733533750953
7.5e-05,0.022938337173301807,-0.035409905959207205
7.599999999999999e-05,0.037651704944546,0.00337275004677164
7.7e-05,0.02847987396425368,-0.10652320306775374
7.8e-05,0.04577253691673863,0.039954164313846796
7.9e-05,0.05306003749956933,0.032473212813424204
7.999999999999999e-05,-0.023844010939487265,0.014063709791507468
8.099999999999999e-05,0.02606962386404283,0.02330618313268412
8.2e-05,-0.02438702615187695,0.041432970030619846
8.3e-05,0.012071084937032914,0.0016520100865486545
8.4e-05,0.012236691476173091,0.01880753571336854
8.499999999999999e-05,0.005301438415507343,-0.0384118555360956
8.599999999999999e-05,-0.01164985765843131,-0.040840211637161075
8.7e-05,-0.020852229038497233,-0.005548813329738016
8.8e-05,-0.01733727490809323,-0.0579090827863307
8.9e-05,-0.02454650638191766,-0.046222726435440994
8.999999999999999e-05,0.04127834846541335,-0.08572644845318013
9.099999999999999e-05,0.023975198097560046,0.0009234596078385922
9.2e-05,0.032775372439844734,-0.04182118731814501
9.3e-05,0.028666831784101954,-0.009498467216099324
9.4e-05,0.04870327279997965,-0.03147763299735623
9.499999999999999e-05,-0.038309338723357546,-0.005498763122464616
9.6e-05,0.01070811594387894,0.014359800867533275
9.7e-05,-0.0014751843140912548,-0.004766864414060062
9.8e-05,-0.0032106008130019775,-0.011489429979238488
9.9e-05,0.027593145074108663,0.004536669383007328
9.999999999999999e-05,-0.02941237640335073,-0.04004379139058452
0.000101,0.03453556654989577,0.016646821353977395
0.000102,0.0016578496663418579,0.014359458028513045
0.000103,-0.018033502332379766,0.037627315427733156
0.000104,-0.01904792581060085,0.018120701836513254
0.00010499999999999999,0.02315492783867269,-0.04230351387292365
0.000106,-0.0035220570502995405,-0.008330869129355978
0.000107,0.024682393781271916,-0.0033136014541207902
0.000108,0.028791830751575265,-0.0257958120125973
0.00010899999999999999,0.026702571601243952,-0.05425065713845287
0.00010999999999999999,0.027428302782699945,-0.059096326420105136
0.000111,0.03165130671794408,0.019278394044926133
0.000112,-0.003106524736766466,0.013483622140653467
0.000113,0.006083776410465325,0.020554954777363327
0.00011399999999999999,0.014444542060430363,0.016355518842598546
0.00011499999999999999,-0.04268484498062801,0.09384418636470371
0.000116,0.02438525417562956,0.056409873208790214
0.000117,0.030408349282235115,0.038897250630802314
0.000118,0.0022193611810786286,-0.013781153473730622
0.00011899999999999999,-0.039890505386215615,0.004507023700938444
0.00011999999999999999,0.015343356853383276,-0.01091184547400868
0.000121,-0.04352921339318568,-0.04229355805280197
0.000122,-0.0012191964923013191,0.017091968234458767
0.00012299999999999998,0.004631933398401937,0.0913495154915549
0.000124,-0.004848479705119729,0.008980080239949352
0.000125,-0.004140251190932824,0.025982777102570638
0.000126,-0.010044752768252934,-0.05636081433823049
0.000127,0.005022909343326889,-0.009562804177491559
0.000128,-0.01729186095170792,-0.0641766295810225
0.000129,0.0011009458203317696,-0.021995017958473785
0.00013,-0.011366730661186425,0.0257138234931038
0.00013099999999999999,0.007881370619347954,-0.08378179232914061
0.00013199999999999998,0.007802323725594203,-0.07227605495009824
0.000133,-0.008730533256724283,-0.03783911567713415
0.000134,-0.02371213407502425,-0.017938193768156356
0.000135,0.02110977922165981,0.021826948828059103
0.000136,0.03012877258972852,0.034192509267876946
0.000137,0.030168176031751922,-0.024130840630571658
0.000138,-0.010212942376805461,0.008688779463127561
0.000139,0.03740307552435454,-0.06107293885938542
0.00014,-0.004765924070564816,-0.01617086341651417
0.00014099999999999998,0.006422568111049318,-0.02695773146785707
0.00014199999999999998,0.0019924738059960314,0.04118868577935423
0.000143,-0.06490295782214088,-0.007245063990798297
0.000144,-0.005129000664110527,0.018000474367986102
0.000145,0.019169512493480728,-0.0357041322450964
0.000146,0.028456804786899728,0.08427158945794551
0.000147,-0.010796968476447113,-0.06935187350719231
0.000148,-0.023132871574465568,-0.0710899413352111
0.000149,-0.018550309956272003,0.02551539422992548
0.00015,-0.002799135851455661,0.03639801754411392
0.00015099999999999998,-0.013960803207164876,0.010934968581156982
0.00015199999999999998,-0.001070497862792831,0.009712275988541815
0.000153,-0.023398161389021486,0.0230582242786083
0.000154,0.00713040252352122,-0.049144914293658956
0.000155,0.03925289172469154,0.014110662849461475
0.000156,-0.03577808636150196,0.05849680424879652
0.000157,0.003128845381275506,-0.0023684568139152045
0.000158,-0.002927189936582584,-0.007519664343490816
0.000159,-0.0018071998075023272,-0.04675321867596583
0.00015999999999999999,0.01556156256479986,0.013398927438838895
0.00016099999999999998,-0.049428082114481076,0.035178635021215265
0.00016199999999999998,0.020329750357951593,-0.05465248421533946
0.000163,0.038874242688569705,0.03189910196583278
0.000164,0.015268595776957716,-0.02147757121139342
0.000165,0.027330640191206835,-0.01875249829600858
0.000166,0.01077657250191078,-0.020563528166275057
0.000167,0.007750017620157536,-0.02408266704249616
0.000168,0.033598810700690644,-0.008053407432284524
0.000169,-0.016108730030940984,0.01658277613990217
0.00016999999999999999,0.010610042362563915,-0.02238493746368989
0.00017099999999999998,0.004098243128159174,-0.022872131000626742
0.00017199999999999998,0.06269022822082293,0.0007210776111777235
0.000173,0.035659739270028565,-0.1076081251115974
0.000174,0.029008092406477132,0.0022210419065238057
0.000175,-0.03219290514133593,0.09464712558147628
0.000176,-0.014680558055128287,0.006229808314028688
0.000177,0.010073933655641146,-0.002846109984042287
0.000178,-0.030858256562500685,0.07806987496133454
0.000179,0.015229320744935992,0.10213004030717628
0.00017999999999999998,-0.031077114894425446,-0.03341027195091075
0.00018099999999999998,0.036891090221646265,-0.02791952278982202
0.00018199999999999998,0.0026800690534320823,-0.01062120584476464
0.000183,0.026742254031511276,0.016959598824002595
0.000184,0.018907784226062346,-0.025170900468023196
0.000185,0.005668369361734764,0.056093230296678696
0.000186,-0.06388482557002166,-0.022735039226073332
0.000187,-0.006094633671144031,0.061629092683291226
0.000188,0.05564497223337429,0.06611442629407963
0.00018899999999999999,-0.005109247858987577,-0.01892392674967167
0.00018999999999999998,0.02111633627880804,0.03991780613435802
0.00019099999999999998,0.03422711573354902,0.012553326223338785
0.000192,0.002191058169498923,0.0035925767168830773
0.000193,-0.006994706527868474,0.010926488856770982
0.000194,0.02474652445778513,-0.05379581769134241
0.000195,-0.000991484212638468,0.020603013095907462
0.000196,-0.014554606418373096,-0.018735217047134878
0.000197,-0.024452074389018988,0.06769342589896667
0.000198,0.02904672842280804,-0.03582803368167506
0.00019899999999999999,-0.00031657836998682127,-0.01167207606049747
0.00019999999999999998,0.050818886816841796,-0.018569781114897974
0.00020099999999999998,-0.009401982329474982,0.014692034738016816
0.000202,0.025589948193273496,0.09397665324590417
0.000203,0.009886619736231908,0.04435278310480711
0.000204,0.013231754074738193,-0.023961518359564428
0.000205,0.0027462441804731287,0.00835300157234067
0.000206,0.014855948727832758,-0.08189797368971916
0.000207,-0.04890349281159367,-0.0656983702535515
0.000208,0.006320960661096761,0.001404075746307193
0.00020899999999999998,0.01977984534039267,-0.00376831822014072
0.00020999999999999998,-0.04790347720512351,-0.0748990929672942
0.00021099999999999998,-0.0367800806343218,0.042077419098404595
0.000212,-0.02104620908652862,-0.016108066832727086
0.000213,-0.0109617053471466,-0.03743003518673451
0.000214,-3.694240675327574e-05,0.012444910034779306
0.000215,0.023086996960179185,0.01645614874894655
0.000216,-0.012116277782148029,-0.0021218823908489386
0.000217,0.015236292319370254,0.0075262558802556365
0.00021799999999999999,0.011805505886385197,-0.08314543456314842
0.00021899999999999998,0.015130987356821222,0.015988728169884933
0.00021999999999999998,-0.02718695761968461,-0.01299304928360826
0.00022099999999999998,0.026859035622709054,0.00775604329088301
0.000222,-0.0185857497099387,0.0160684573492438
0.000223,0.003449188891431693,0.004048353559457355
0.000224,0.008143872399814662,-0.020619395191365547
0.000225,0.00829409872040107,-0.07382558267533913
0.000226,0.001448406979162556,-0.004606599081601049
0.000227,0.008180197195209817,-0.026742350412043484
0.00022799999999999999,-0.020873594035515836,0.01504762927172917
0.00022899999999999998,0.006827266334184734,-0.06416331907197421
0.00022999999999999998,-0.015484087367299402,-0.05018205821699172
0.00023099999999999998,0.01111749736349392,0.036335586404311025
0.000232,-0.004785833293996206,0.026741652352647294
0.000233,0.021582417029964843,0.0630283818086438
0.000234,0.02550395241244463,-0.02356938747214744
0.000235,0.003809228512038565,-0.016462068797102818
0.000236,0.00913470128667569,-0.03127997190777658
0.000237,-0.007317534459331823,-0.03934609380368384
0.00023799999999999998,-0.0357861356980065,-0.008832812950635269
0.00023899999999999998,-0.04026489476188816,0.014395705328968667
0.00023999999999999998,0.004218316926890376,-0.027217732415119593
0.00024099999999999998,0.03414650101830074,0.059786241302591164
0.000242,0.0029383795830352053,-0.009691485912697875
0.000243,-0.03787213005642201,0.056125188614504495
0.000244,0.007346832365982949,0.0019199446014392019
0.000245,-0.030399443491957546,-0.09248828752546435
0.00024599999999999996,0.028288418467644034,0.11899581737485047
0.000247,0.0022757278482754845,-0.0036863458791247736
0.000248,-0.03435939862023316,0.0004357091057197679
0.000249,-0.015302327802256488,0.009596107566557502
0.00025,-0.033787669394949975,-0.0642144120285068
0.000251,-0.005055894971160976,0.020149140882415623
0.000252,-0.030946807002771356,0.007073173259433648
0.00025299999999999997,0.030188312111112975,-0.03524753742113324
0.000254,0.016248185951491377,0.0402504607909065
0.00025499999999999996,0.018000726568911305,0.022978698958528485
0.000256,-0.028479427208075767,-0.07958684690469371
0.000257,-0.014442953328621966,0.00470987299690694
0.000258,-0.02442782536614438,-0.11645602501926794
0.000259,0.014129902104690265,-0.06445970751892921
0.00026,0.013826263004361506,0.012094227776167364
