time_s,capture_0,capture_1,capture_2,capture_3,capture_4,capture_5,capture_6,capture_7,capture_8,capture_9,capture_10,capture_11,capture_12,capture_13,capture_14,capture_15,capture_16,capture_17,capture_18,capture_19,capture_20,capture_21,capture_22,capture_23,capture_24,capture_25,capture_26,capture_27,capture_28,capture_29,capture_30,capture_31,capture_32,capture_33,capture_34,capture_35,capture_36,capture_37,capture_38,capture_39,capture_40,capture_41,capture_42,capture_43,capture_44,capture_45,capture_46,capture_47
0.0,0.05933737883815633,0.036475991603376834,0.033349599566808386,-0.014427286983314504,0.022473537980680892,-0.010435380470046862,0.07019304635750856,-0.053819530555445756,0.05255264699477585,0.049983463579715864,-0.05943229683342473,0.11500158683571174,-0.022851231213784483,0.08519136268172821,0.0898169187337701,0.08365416089239268,0.09778091115246491,-0.028213402443327457,0.08826377736429812,0.05077229881472865,-0.010060488926764794,0.07562214803156948,0.0522706463791186,-0.008311380020267552,0.05006234359354476,0.05464250427273211,-0.01358246009261706,0.11980608621352258,0.022458334339352144,0.0503910455564624,-0.043225375285873065,0.07483017341924841,0.0556458535615689,-0.015253464702684589,0.04725406834510106,0.04261628976725657,-0.05070722342741071,-0.048056577640062166,0.026555745818554567,0.0948947001507662,0.08749993280565979,0.11356951151000577,0.07216651868995777,0.046303204614807615,0.06550039534959329,0.018547007522438,0.09507773656557478,-0.04825125244980483
0.000244140625,0.0594310409880596,0.052851555052803076,0.05977579856334038,-0.025813158098400478,0.012210480286121482,0.023463585208819318,0.06938983069864582,-0.008873951116611784,0.06098774015976963,0.06773091216686741,-0.026577305097132325,0.07911967294889702,-0.017857106313852497,0.08132216561727486,0.08312962191584952,0.10681097522677306,0.1167501577629581,-0.019199879003467216,0.07124866154098675,0.06788502970982825,0.006042135968178902,0.11798020128957573,0.08945105640924969,0.0027719997485268003,0.08975141444232632,0.12163014710030025,0.029383243482158483,0.11023460992606392,0.04549228646957976,0.06365022227791516,-0.026999808989105173,0.14096509252931627,0.05561147144763186,-0.02618884418033813,0.07002897076026063,0.05961733500567565,0.038066252196015865,0.032969883480356676,0.10359966777950533,0.1251931502797381,0.11414308607379878,0.14159805201326225,0.13700815410723524,0.11562926098405445,0.09094487398278318,0.10271904974387581,0.12094935957472085,-0.0019775937003686204
0.00048828125,0.05595415494117377,0.047249680250289354,0.06672342484288538,-0.04678228633081212,0.06807160010397678,-0.0018328587843172359,0.0964508545110935,-0.06529700324029705,0.08975544944136865,0.0937668037207959,-0.013255242714328,0.13058603214667444,-0.015143999748716495,0.10582585703977426,0.11973963692556636,0.11629894775114973,0.12301800210128577,-0.01870879322305512,0.1657861475044312,0.11889794255490341,0.015664267780190488,0.13780766064219332,0.08660537396380869,0.014585466229745624,0.110408165312526,0.10964132501135558,0.013317367007546828,0.14442568091664437,0.06460239886865354,0.09647369961771077,0.04620623538675982,0.15940979462610852,0.09352656473786802,0.056093322801969304,0.04579264662966942,0.11965809091932127,0.057667244999694785,0.06715014132452057,0.1314458714328861,0.17985446574085043,0.15046693981416745,0.1915732827991201,0.15504147445437014,0.16673937481793744,0.13335593802886556,0.09796948585368476,0.1608099329781174,0.04993197257998713
0.000732421875,0.06777133695824514,0.06690592275699477,0.054446826783564946,-0.011241367222674853,0.05750426842275844,0.08009788421204886,0.05501809265790606,-0.03672740176283359,0.06236699965402684,0.1157384078727338,-0.02074261187723614,0.07973375909416999,-0.03125067836592285,0.10847439083406771,0.12307800914762312,0.11470409878348807,0.11620206690420493,-0.0034150516378173516,0.11417802754952645,0.08129724669417748,0.059593787029679206,0.122546358204202,0.08196263528864596,0.04916098376628131,0.12267655600075128,0.12053349282946957,0.0603486493715808,0.13379046175895298,0.09424257048858124,0.09517375751977532,0.008527833514049638,0.13717395749060607,0.07022989632285852,0.025432298233595007,0.08978922398940402,0.1409606685443688,0.09312911487238955,0.04797399676058717,0.13434272114307422,0.1885321657102945,0.14383628773919982,0.19887169330476515,0.18433272046564045,0.161133332741862,0.1611463468792581,0.09031684130229627,0.16994179801900294,0.06647834705278574
0.0009765625,0.058270610095597815,0.039916124368391086,0.07492931711754902,-0.002561796602491975,0.07294532637855136,0.05404796452189367,0.08627957853398009,-0.04201837028673382,0.01930367520015538,0.09586685498388423,-0.014292195241369921,0.1052855147217581,-0.06684471966085506,0.07926655130965042,0.13407759684659323,0.10893929741423088,0.12819383295782727,-0.02080283046325689,0.09741730125276965,0.06981661504504547,0.05381644685192708,0.08839089228570969,0.08833309665444404,0.03452887624106079,0.04348972565705646,0.11036483639846252,0.06656341531953106,0.15111883109557717,0.06449242574235858,0.06305281449561914,-0.034473823565684916,0.15887557881471376,0.04579350740788885,0.013454577720511259,0.07446340128361097,0.07944598360563848,0.03582356317730391,0.03833916320960917,0.10654332003467365,0.16522186255669463,0.1769965443501407,0.14447915938684708,0.16533672893265697,0.16140622215824788,0.14169311954739544,0.056804425488929354,0.14563856753834792,0.03727841098511288
0.001220703125,0.07413887048660721,0.06475322187026517,0.057102072882035275,0.012732247770671948,0.028466035276913576,0.015165933003104155,0.0806682093384026,-0.030706689028706144,0.028600556883876856,0.05676230651777517,-0.0393502277552324,0.10092931120576229,-0.04083974079648188,0.08416667951200113,0.08094671713734423,0.08435841219702966,0.10403670664609645,-0.021430136354290003,0.10659378611295767,0.05201984648901981,-0.009701172424400273,0.09382313309948287,0.057033245840186264,-0.011124594735261392,0.0126407460386221,0.0822926523812805,0.027578395715631705,0.07121211734218202,0.04439159669777825,0.03643393665189792,-0.020554447784014572,0.09037770113548524,0.031928329432102345,-0.04478794881443943,0.019355815379983005,0.051491917627067146,0.04053855660330425,0.009654184955154738,0.09705611790536096,0.10281725204629187,0.12248837380156065,0.14436485212293843,0.10491738902909992,0.12231073466419662,0.0881945450862503,-0.009694410088686729,0.0583082045796749,-0.001984742245594287
0.00146484375,0.09206519031889585,0.04664736911838385,0.027349040112881785,0.008938109813097159,0.01759600507615834,0.012113775070352944,0.03880234457979975,-0.07335308996212049,-0.024919042686656755,0.08258400574927952,-0.04115564804275562,0.04093674752310178,-0.11091934175497507,0.05404100951167885,0.027633166336408124,0.04116150036029423,0.058332004373015306,-0.06482195099621059,0.05505512054252594,0.02080146491122504,0.003925775983543201,0.05569331764256338,-0.0026925475154251158,-0.006095690352042696,0.04451438794064347,0.04149637044440456,-0.02389714562227443,0.07615425760079231,-0.018963818279028235,-0.044086466412265754,-0.06835083065688803,0.0843398765765336,-0.004048512139346136,-0.05219779507560203,-0.06147285897561364,0.06598828792792694,0.005325666963208256,-0.049667998748771106,0.0029451532050471935,0.0649561001311901,0.08940266398147191,0.04016351602353968,0.036765683833753955,0.03860688519231062,0.060403789755910146,-0.07551840593977195,-0.01695956179557231,-0.06328652796225219
0.001708984375,0.05342866853587897,0.018865796685215735,0.016136657651272927,0.0034718897974703976,-0.0033305670421747736,0.014169266552496399,0.0329912420163547,-0.07670420482421772,-0.023023534599231933,0.08903116960721996,-0.11624183256055083,0.03310285133692044,-0.07033558560373346,0.009432061249571237,0.02767587778317948,0.04800497451103277,0.058984721804174994,-0.08759660306421638,0.06567040073174113,-0.026180336550327223,-0.006526365193475544,-0.00019412754716751756,-0.006464569682682438,-0.06589536422197725,-0.040880892133741256,-0.022908636166080014,-0.011897414072372912,0.023963975369833742,-0.027598674081808612,-0.07238000723229167,-0.12423055952643608,0.020919372682203154,-0.061271706550619004,-0.11334411320801487,-0.10157397772844318,-0.012419854028347204,-0.06491015443696382,-0.0731900547339005,0.003524877406220468,-0.015262985222520883,-0.003481846869116928,0.01235057629127948,-0.03585970109401851,-0.02327509854786116,-0.012064255550523388,-0.13943609742482724,-0.05658827057319382,-0.13004002198646522
0.001953125,0.04643829912866197,-0.014506729416047252,0.022612547469917255,-0.019732597908230787,0.03747454551132534,0.008955451971658073,0.026058775844120294,-0.0937881308045863,-0.04818281848667487,0.04456086722770096,-0.09555366240742513,0.025064865090063716,-0.07907363372198356,-0.020685462350577603,0.024788730956091583,0.017451916521107697,0.014825188161790575,-0.1171135983591161,0.031692770208137905,-0.05438238004411394,-0.050783536610869096,-0.038493179716942084,-0.06615406478043465,-0.0834880380998502,-0.06786917656690415,-0.027418408935317246,-0.08631062221091797,0.007019374816792344,-0.09800606538655976,-0.09993522052759671,-0.1341709414847261,-0.01143832031532343,-0.12056883998106284,-0.11064220444712566,-0.13103578713808375,-0.06009801106466445,-0.06800494920147085,-0.09902833067601999,-0.0331404643701223,-0.032181371657116084,-0.03817828072146543,-0.033573033114573124,-0.05462300244697674,-0.026428600305111676,-0.03803468160570805,-0.17390240783220415,-0.09322523497365585,-0.16967605237021982
0.002197265625,0.06388242540769946,-0.0058783106252633666,-0.01496353395101739,-0.0011336213894543572,0.006124794485616196,-0.009234848772274547,0.05583898017345991,-0.06491975346290836,-0.07806201384135161,0.001796171259074962,-0.09545788345256147,-0.020093293531636892,-0.09695195643694678,0.0065897082338809525,-0.006130754547081891,0.033717456834122556,0.005657887954838408,-0.06102737346584039,0.018238678678303893,-0.08588222952077529,-0.02391302579185091,-0.0474840576014854,-0.04837890662981505,-0.08446562805860942,-0.11490821951174895,-0.02300050525572621,-0.06823914245287147,-0.04417505881629832,-0.02091372586119624,-0.1162966265217107,-0.17836669524590207,-0.018983572435495897,-0.1279941811681852,-0.16978052937312132,-0.1437375793893964,-0.06684260272721924,-0.09634592205959604,-0.1519676897053838,-0.02398134248578407,-0.08387826014308873,-0.05079207232364517,-0.06510811787377738,-0.06404641544226111,-0.04596377868745111,-0.08438403549700224,-0.19256023109165699,-0.1613492032888594,-0.19513986251540388
